proteinId,A0MPS7,A7KAX9,B7UM99,O00198,O00221,O00255,O00255-2,O00411,O00459,O00512,O00571,O00635,O00750,O08736,O14497,O14503,O14686,O14727,O14745,O14818,O14920,O14964,O15111,O15143,O15151,O15235,O15273,O15350-1,O15360,O15372,O15392,O15520,O15530,O15553,O35431,O35613,O35625,O43157,O43187,O43251,O43426,O43463,O43464,O43524,O43586,O43639,O43896,O46385,O52623,O60716,O60869,O60869-1,O75190,O75376,O75530,O75771,O75791,O75914,O75970,O76003,O88382,O92972,O92972-PRO_0000278742,O95243,O95251,O95259,O95271,O95405,O95433,O95477,O95816,O95835,O95996,O96017,O96019,P00519,P00523,P00533,P01024,P01112,P01127,P01133,P01135,P01138,P01138-PRO_0000019600,P01375,P01857,P02489,P02511,P02549,P02647,P02671,P02751,P02795,P03070,P03116,P03120,P03126,P03129,P03132,P03206,P03211,P03244,P03255,P03255-2,P03259,P03259-2,P03372,P04019,P04049,P04324,P04626,P04637,P04792,P05067,P05113,P05121,P05412,P05549,P05556,P05622,P05627,P05783,P05787,P06213,P06239,P06240,P06241,P06400,P06422,P06462,P06463,P06493,P06536,P06748-1,P06790,P07174,P07228,P07359,P07814,P07900,P07948,P07949,P08047,P08103,P08107,P08575,P08581,P08631,P08631-2,P09038,P09217,P09619,P09874,P09989,P10275,P10398,P10586,P10600,P10827,P10828,P10912,P10914,P11142,P11182,P11233,P11362,P11473,P11474,P12004,P12504,P12755,P12815,P12830,P12931,P12956,P13010,P13569,P13612,P13640,P13727,P14598,P14635,P14672,P15056,P15116,P15311,P15692-4,P15991,P16234,P16234-1,P16284,P16452,P17181,P17301,P17473,P17676,P17844,P17948,P18012,P18031,P18433,P18754,P19174,P19235,P19438,P19785,P19793,P19838,P19838-PRO_0000030311,P19878,P20226,P20265,P20334,P20618,P20936,P21575,P21580,P21802,P21860,P22459,P22460,P22681,P22893,P23246,P23258,P23634-6,P23727,P23975,P24941,P25118,P25445,P25446,P25786,P25787,P25788,P25789,P25942,P25963,P26006-1,P26038,P26045,P26599,P26662-PRO_0000037647,P27348,P27361,P27448,P27540,P27824,P27958,P27958-PRO_0000037566,P27986,P28065,P28072,P28074,P28223,P28335,P28562,P28749,P28908,P29128,P29172,P29317,P29350,P29353,P29466,P29590,P29590-5,P29597,P30153,P30304,P30305,P30626,P30680,P31016,P31749,P31938,P31946,P31947,P31994,P32121,P32927,P33681,P34931,P35221,P35222,P35467,P35570,P35579,P35609,P35659,P35670,P35869,P35968,P36507,P36544,P37173,P37231,P38159,P38398,P38936,P39052,P39748,P39880,P40136,P40306,P40337,P40763,P40879,P41212,P41240,P41252,P41279,P41743,P42081,P42224,P42574,P42679,P42768,P42858,P43351,P43403,P45973,P46100,P46108,P46527,P46531,P46933,P46937,P46940,P48023,P48059,P48281,P48436,P48551,P48634,P49023,P49720,P49721,P49768,P49810,P49815,P50281,P50591,P51172,P51432,P51532,P51610,P51617,P52292,P52630,P53041,P53349,P53667,P54132,P54252-1,P54253,P54274,P54274-2,P54762,P55040,P55209,P55210,P55211,P55957,P56524,P56817,P56945,P58062,P60484,P60900,P60953,P61073,P61964,P61981,P62157,P62158,P62161,P62258,P62493,P62877,P62993,P62994,P63000,P63104,P63158,P63165,P63208,P63244,P63279,P67870,P68255,P68510,P68511,P70196,P70587,P78348,P78352,P80200,P80294,P84022,P84103,P84198,P87662,P97836,P97836-5,P97838,P98078,P98164,P98170,P99999,Q00536,Q00610,Q00653,Q00653-PRO_0000030322,Q00987,Q01094,Q01113,Q01196,Q01344,Q01959,Q01968,Q01970,Q02241,Q02447,Q02650,Q02750,Q03135,Q03160,Q03463-PRO_0000278730,Q03701,Q04206,Q04759,Q04864,Q04917,Q05193,Q05209,Q05397,Q05513,Q05655,Q05982,Q06124,Q06187,Q06330,Q06547,Q06547-2,Q06609,Q07021,Q07666,Q07812,Q07817,Q07817-1,Q07869,Q07889,Q07890,Q08050-1,Q08999,Q09463,Q09470,Q09472,Q12778,Q12824,Q12879,Q12913,Q12923,Q12933,Q12959,Q13094,Q13105,Q13153,Q13158,Q13163,Q13191,Q13200,Q13224,Q13233,Q13309,Q13315,Q13444,Q13451,Q13480,Q13485,Q13489,Q13490,Q13526,Q13546,Q13547,Q13573,Q13616,Q13625,Q13625-2,Q13671,Q13813,Q13835-2,Q14185,Q14191,Q14192,Q14209,Q14451,Q14469,Q14524,Q14676,Q14686,Q14690,Q14790,Q14957,Q14974,Q15080,Q15139,Q15256,Q15303,Q15326,Q15370,Q15554,Q15569,Q15596,Q15599,Q15628,Q15653,Q15691,Q15700,Q15788,Q15811,Q15831,Q16515,Q16539,Q16543,Q16611,Q16629,Q16665,Q16666,Q16828,Q16832,Q28619,Q3TKT4,Q53EL6,Q53QZ3,Q5SQ64,Q5T2W1,Q5VST9,Q5VWQ8,Q60674,Q60680-2,Q60974,Q60989,Q61097,Q61140,Q61337,Q61824,Q61831,Q62132,Q62696,Q62936,Q63604,Q63622,Q63767,Q63768,Q64770,Q66K89,Q68EM7,Q6GTX8,Q6STE5-1,Q6STE5-2,Q7KZI7,Q7RTN6,Q7Z406,Q86TP1,Q86U42,Q86U86,Q86VP1,Q86VP6,Q8BHN0,Q8IVG9,Q8IVT5,Q8IXJ6,Q8IZP0,Q8IZW4,Q8N108,Q8N2H9-2,Q8N668,Q8ND90,Q8NDB2,Q8NEZ4,Q8NF91,Q8NFD5,Q8NFZ5,Q8NI22,Q8R4T5,Q8SQG9,Q8TD23,Q8TDR0,Q8TEW0,Q8UYL3,Q8WV28,Q8WX92,Q8WZ42,Q923E4,Q924I2,Q92529,Q92547,Q92556,Q92558,Q925J2,Q92730,Q92731,Q92754,Q92769,Q92793,Q92796,Q92830,Q92831,Q92835,Q92851,Q92993,Q93009,Q969G3,Q969G3-1,Q969G3-2,Q96B36,Q96B97,Q96BK5,Q96CA5,Q96CG3,Q96EB6,Q96EZ8,Q96FA3,Q96G25,Q96GM5,Q96J02,Q96L34,Q96MT8,Q96NW7,Q96RI1,Q96RN1,Q96RU3,Q96S59,Q96ST3,Q99436,Q99569,Q99623,Q99683,Q99728,Q99759,Q99814,Q99828,Q99836,Q99933,Q99942,Q99961,Q99962,Q99963,Q99966,Q99LI8,Q9BUZ4,Q9BX66,Q9BXI6,Q9BXW9,Q9BYG4,Q9BYG5,Q9BZW8,Q9C004,Q9C0K7,Q9D1C8,Q9ERS5,Q9ESJ4,Q9ESN9-2,Q9GZV5,Q9GZX5,Q9H0E9,Q9H0H5,Q9H211,Q9H254,Q9H2K2,Q9H3D4,Q9HAT8,Q9HB19,Q9HB21,Q9HC29,Q9HCN6,Q9HD26,Q9JIL4,Q9JIR4,Q9JK83,Q9JLI4,Q9NP31,Q9NP98,Q9NPB6,Q9NPP4,Q9NQB0,Q9NR28,Q9NR28-1,Q9NR30,Q9NRA1,Q9NRD5,Q9NRI5,Q9NRR5,Q9NS23-2,Q9NS37,Q9NSA3,Q9NV56,Q9NWT6,Q9NWZ3,Q9NZJ5,Q9NZQ3,Q9P021,Q9QUI1,Q9QWI6,Q9QX74,Q9QXK9,Q9QXM1,Q9UBC3,Q9UBL3,Q9UBP5,Q9UBZ9,Q9UER7,Q9UIS9,Q9UJW3,Q9UKB1,Q9UKG1,Q9UKL0,Q9UKS6,Q9UKV0-3,Q9UKV0-7,Q9ULH1,Q9ULZ3,Q9UMX0,Q9UPY8,Q9UQ80,Q9UQB8,Q9UQC2,Q9UQF2,Q9UQL6,Q9WMX2,Q9WU22,Q9WUD9,Q9WV48,Q9Y230,Q9Y244,Q9Y297,Q9Y2D1,Q9Y2G2,Q9Y2T3,Q9Y333,Q9Y376,Q9Y3M8,Q9Y490,Q9Y4K3,Q9Y561,Q9Y5K6,Q9Y5V3,Q9Y616,Q9Y618,Q9Y6K9,Q9Y6Q9,Q9YGY0,Q9Z1T4
A7KAX9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O00255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O00255-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O00635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O00750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O08736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
